date,Open,High,Low,Close,Volume,SP500_Open,SP500_High,SP500_Low,SP500_Close,SP500_Volume,Nasdaq_Open,Nasdaq_High,Nasdaq_Low,Nasdaq_Close,Nasdaq_Volume,popular_games_total,registrations,ccu,session_length,neg,neu,pos,compound,roblox_trend_web,roblox_trend_news,XLC,^IXIC,^TNX,^VIX,form_type,filename,fog_index,sentiment,qbs_Ordinary Shares Number,qbs_Share Issued,qbs_Net Debt,qbs_Total Debt,qbs_Tangible Book Value,qbs_Invested Capital,qbs_Working Capital,qbs_Net Tangible Assets,qbs_Capital Lease Obligations,qbs_Common Stock Equity,qbs_Total Capitalization,qbs_Total Equity Gross Minority Interest,qbs_Minority Interest,qbs_Stockholders Equity,qbs_Gains Losses Not Affecting Retained Earnings,qbs_Other Equity Adjustments,qbs_Retained Earnings,qbs_Additional Paid In Capital,qbs_Capital Stock,qbs_Common Stock,qbs_Total Liabilities Net Minority Interest,qbs_Total Non Current Liabilities Net Minority Interest,qbs_Other Non Current Liabilities,qbs_Non Current Deferred Liabilities,qbs_Non Current Deferred Revenue,qbs_Long Term Debt And Capital Lease Obligation,qbs_Long Term Capital Lease Obligation,qbs_Long Term Debt,qbs_Current Liabilities,qbs_Other Current Liabilities,qbs_Current Deferred Liabilities,qbs_Current Deferred Revenue,qbs_Current Debt And Capital Lease Obligation,qbs_Current Capital Lease Obligation,qbs_Pensionand Other Post Retirement Benefit Plans Current,qbs_Payables And Accrued Expenses,qbs_Current Accrued Expenses,qbs_Interest Payable,qbs_Payables,qbs_Total Tax Payable,qbs_Accounts Payable,qbs_Total Assets,qbs_Total Non Current Assets,qbs_Other Non Current Assets,qbs_Non Current Deferred Assets,qbs_Investments And Advances,qbs_Investmentin Financial Assets,qbs_Held To Maturity Securities,qbs_Goodwill And Other Intangible Assets,qbs_Other Intangible Assets,qbs_Goodwill,qbs_Net PPE,qbs_Accumulated Depreciation,qbs_Gross PPE,qbs_Leases,qbs_Construction In Progress,qbs_Other Properties,qbs_Machinery Furniture Equipment,qbs_Properties,qbs_Current Assets,qbs_Other Current Assets,qbs_Current Deferred Assets,qbs_Prepaid Assets,qbs_Receivables,qbs_Accrued Interest Receivable,qbs_Accounts Receivable,qbs_Cash Cash Equivalents And Short Term Investments,qbs_Other Short Term Investments,qbs_Cash And Cash Equivalents,qcf_Free Cash Flow,qcf_Issuance Of Debt,qcf_Issuance Of Capital Stock,qcf_Capital Expenditure,qcf_End Cash Position,qcf_Beginning Cash Position,qcf_Effect Of Exchange Rate Changes,qcf_Changes In Cash,qcf_Financing Cash Flow,qcf_Cash Flow From Continuing Financing Activities,qcf_Net Other Financing Charges,qcf_Net Common Stock Issuance,qcf_Common Stock Issuance,qcf_Net Issuance Payments Of Debt,qcf_Net Long Term Debt Issuance,qcf_Long Term Debt Issuance,qcf_Investing Cash Flow,qcf_Cash Flow From Continuing Investing Activities,qcf_Net Investment Purchase And Sale,qcf_Sale Of Investment,qcf_Purchase Of Investment,qcf_Net Business Purchase And Sale,qcf_Purchase Of Business,qcf_Net Intangibles Purchase And Sale,qcf_Purchase Of Intangibles,qcf_Net PPE Purchase And Sale,qcf_Purchase Of PPE,qcf_Operating Cash Flow,qcf_Cash Flow From Continuing Operating Activities,qcf_Change In Working Capital,qcf_Change In Other Working Capital,qcf_Change In Other Current Liabilities,qcf_Change In Other Current Assets,qcf_Change In Payables And Accrued Expense,qcf_Change In Accrued Expense,qcf_Change In Payable,qcf_Change In Account Payable,qcf_Change In Prepaid Assets,qcf_Change In Receivables,qcf_Changes In Account Receivables,qcf_Other Non Cash Items,qcf_Stock Based Compensation,qcf_Asset Impairment Charge,qcf_Amortization Of Securities,qcf_Depreciation Amortization Depletion,qcf_Depreciation And Amortization,qcf_Amortization Cash Flow,qcf_Amortization Of Intangibles,qcf_Depreciation,qcf_Net Income From Continuing Operations,qis_Tax Effect Of Unusual Items,qis_Tax Rate For Calcs,qis_Normalized EBITDA,qis_Net Income From Continuing Operation Net Minority Interest,qis_Reconciled Depreciation,qis_Reconciled Cost Of Revenue,qis_EBITDA,qis_EBIT,qis_Net Interest Income,qis_Interest Expense,qis_Interest Income,qis_Normalized Income,qis_Net Income From Continuing And Discontinued Operation,qis_Total Expenses,qis_Total Operating Income As Reported,qis_Diluted Average Shares,qis_Basic Average Shares,qis_Diluted EPS,qis_Basic EPS,qis_Diluted NI Availto Com Stockholders,qis_Net Income Common Stockholders,qis_Net Income,qis_Minority Interests,qis_Net Income Including Noncontrolling Interests,qis_Net Income Continuous Operations,qis_Tax Provision,qis_Pretax Income,qis_Other Income Expense,qis_Other Non Operating Income Expenses,qis_Net Non Operating Interest Income Expense,qis_Total Other Finance Cost,qis_Interest Expense Non Operating,qis_Interest Income Non Operating,qis_Operating Income,qis_Operating Expense,qis_Other Operating Expenses,qis_Research And Development,qis_Selling General And Administration,qis_Selling And Marketing Expense,qis_General And Administrative Expense,qis_Other Gand A,qis_Gross Profit,qis_Cost Of Revenue,qis_Total Revenue,qis_Operating Revenue
2021-03-20,,,,,,,,,,,,,,,,,2447961775.0,5612092.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-03-21,,,,,,,,,,,,,,,,,2450823287.0,4943691.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-03-22,71.80999755859375,72.48999786376953,69.54000091552734,70.0,4238500.0,3916.47998046875,3955.31005859375,3914.159912109375,3940.590087890625,4316260000.0,13278.7802734375,13455.6396484375,13278.7802734375,13377.5400390625,5321760000.0,,2453419463.0,4032505.0,,0.0925,0.7455,0.162,0.06885000000000001,84.66666666666667,24.666666666666668,72.87997436523438,13377.5400390625,1.684000015258789,18.8799991607666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-03-23,70.0999984741211,71.75,67.62999725341797,68.0,4456000.0,3937.60009765625,3949.1298828125,3901.570068359375,3910.52001953125,4669010000.0,13381.4296875,13405.150390625,13202.4296875,13227.7001953125,5675010000.0,,2455563399.0,4025194.0,,,,,,71.0,18.0,72.34231567382812,13227.7001953125,1.6380000114440918,20.299999237060547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-03-24,69.97000122070312,70.0,64.01000213623047,64.5,5460000.0,3919.929931640625,3942.080078125,3889.070068359375,3889.139892578125,4783020000.0,13289.240234375,13292.919921875,12961.349609375,12961.8896484375,6248650000.0,,2457672647.0,4170508.0,,,,,,75.0,25.0,70.51815795898438,12961.8896484375,1.6139999628067017,21.200000762939453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-03-25,62.0099983215332,69.8499984741211,60.68999862670898,67.8499984741211,6283000.0,3879.340087890625,3919.5400390625,3853.5,3909.52001953125,4948340000.0,12844.580078125,13021.8603515625,12786.8095703125,12977.6796875,5634290000.0,,2459795111.0,4078981.0,,0.225,0.775,0.0,-0.4939,73.0,19.0,70.17254638671875,12977.6796875,1.6139999628067017,19.809999465942383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-03-26,67.88999938964844,71.19999694824219,64.7699966430664,70.97000122070312,4531200.0,3917.1201171875,3978.18994140625,3917.1201171875,3974.5400390625,5483160000.0,12996.0302734375,13149.5498046875,12878.7197265625,13138.73046875,5224360000.0,,2461825775.0,4514818.0,,,,,,77.0,24.0,69.40446472167969,13138.73046875,1.659999966621399,18.86000061035156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-03-27,,,,,,,,,,,,,,,,,2464069095.0,4950507.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-03-28,,,,,,,,,,,,,,,,,2466763231.0,5055378.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-03-29,69.0,69.08999633789062,66.51000213623047,67.02999877929688,4351600.0,3969.31005859375,3981.830078125,3943.25,3971.090087890625,4628180000.0,13103.9697265625,13143.41015625,12968.16015625,13059.650390625,4965090000.0,,,4191553.0,,0.0,1.0,0.0,0.0,85.0,27.333333333333332,70.11492156982422,13059.650390625,1.7209999561309814,20.739999771118164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-03-30,66.9800033569336,66.98999786376953,64.4749984741211,65.16999816894531,3394500.0,3963.340087890625,3968.010009765625,3944.35009765625,3958.550048828125,4121510000.0,13008.7998046875,13075.75,12922.5703125,13045.3896484375,4721950000.0,,,4130305.0,,0.308,0.692,0.0,-0.5994,78.0,20.0,70.11492156982422,13045.3896484375,1.72599995136261,19.61000061035156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-03-31,65.5,67.19000244140625,64.56999969482422,64.83000183105469,4094900.0,3967.25,3994.409912109375,3966.97998046875,3972.889892578125,4578050000.0,13122.5703125,13325.5400390625,13118.3798828125,13246.8701171875,5004720000.0,,,4269463.0,,,,,,74.0,24.0,70.39337921142578,13246.8701171875,1.746000051498413,19.399999618530277,,,,,568894000.0,568894000.0,1600000000.0,988984000.0,424000000.0,1412984000.0,662479000.0,2540309000.0,205117000.0,0.0,2816079000.0,591594000.0,18121000.0,609715000.0,90000.0,90000.0,-626507000.0,1199833000.0,57000.0,57000.0,2224485000.0,714130000.0,505000.0,528904000.0,528904000.0,205117000.0,205117000.0,0.0,1510355000.0,122285000.0,1295464000.0,1295464000.0,0.0,0.0,0.0,130554000.0,122285000.0,0.0,8269000.0,0.0,0.0,2816079000.0,643245000.0,4969000.0,123595000.0,0.0,0,0.0,99770000.0,40202000.0,59568000.0,209794000.0,<null>,<null>,205117000.0,1165000.0,<null>,<null>,0.0,1874600000.0,29135000.0,309388000.0,28300000.0,233781000.0,0.0,233781000.0,1600530000.0,0.0,1600530000.0,142080000,0.0,30221000.0,-22133000.0,1600530000.0,893943000.0,0.0,706587000.0,564507000.0,564507000.0,0.0,30221000.0,30221000.0,0.0,0.0,0.0,-22389000.0,-22389000.0,0.0,21000000.0,-5991000.0,0.0,0.0,0.0,–256000,–22133000,–22133000,164469000.0,164469000.0,216135000.0,13269000.0,16273000,–10967000,15491000.0,3269000,–782000,–782000,–10967000,13256000,13256000,–52000,50744000.0,0.0,0,16620000.0,16620000.0,0.0,0.0,16600000.0,–134200000,0.0,0.0,-134100000.0,-134200000.0,18100000.0,79700000.0,-134100000.0,-149500000.0,200000.0,300000.0,500000.0,-134200000.0,-134200000.0,521200000.0,-149500000.0,568600000.0,568600000.0,-0.46,-0.46,-134200000.0,-134200000.0,-134200000.0,0.0,-134200000.0,-134200000.0,0.0,-134200000.0,200000.0,200000.0,200000.0,0.0,300000.0,500000.0,-149500000.0,441600000.0,163600000.0,89700000.0,73900000.0,11500000.0,62400000.0,62400000.0,307400000.0,79700000.0,387000000.0,387000000.0
2021-04-01,66.80000305175781,69.66999816894531,65.9000015258789,67.33999633789062,4063100.0,3992.780029296875,4020.6298828125,3992.780029296875,4019.8701171875,4162130000.0,13414.3203125,13487.080078125,13404.1796875,13480.1103515625,4576480000.0,,,4503399.0,,,,,,81.0,32.0,71.60306549072266,13480.1103515625,1.6790000200271606,17.329999923706055,,,,,568894000.0,568894000.0,1600000000.0,988984000.0,424000000.0,1412984000.0,662479000.0,2540309000.0,205117000.0,0.0,2816079000.0,591594000.0,18121000.0,609715000.0,90000.0,90000.0,-626507000.0,1199833000.0,57000.0,57000.0,2224485000.0,714130000.0,505000.0,528904000.0,528904000.0,205117000.0,205117000.0,0.0,1510355000.0,122285000.0,1295464000.0,1295464000.0,0.0,0.0,0.0,130554000.0,122285000.0,0.0,8269000.0,0.0,0.0,2816079000.0,643245000.0,4969000.0,123595000.0,0.0,0,0.0,99770000.0,40202000.0,59568000.0,209794000.0,<null>,<null>,205117000.0,1165000.0,<null>,<null>,0.0,1874600000.0,29135000.0,309388000.0,28300000.0,233781000.0,0.0,233781000.0,1600530000.0,0.0,1600530000.0,142080000,0.0,30221000.0,-22133000.0,1600530000.0,893943000.0,0.0,706587000.0,564507000.0,564507000.0,0.0,30221000.0,30221000.0,0.0,0.0,0.0,-22389000.0,-22389000.0,0.0,21000000.0,-5991000.0,0.0,0.0,0.0,–256000,–22133000,–22133000,164469000.0,164469000.0,216135000.0,13269000.0,16273000,–10967000,15491000.0,3269000,–782000,–782000,–10967000,13256000,13256000,–52000,50744000.0,0.0,0,16620000.0,16620000.0,0.0,0.0,16600000.0,–134200000,0.0,0.0,-134100000.0,-134200000.0,18100000.0,79700000.0,-134100000.0,-149500000.0,200000.0,300000.0,500000.0,-134200000.0,-134200000.0,521200000.0,-149500000.0,568600000.0,568600000.0,-0.46,-0.46,-134200000.0,-134200000.0,-134200000.0,0.0,-134200000.0,-134200000.0,0.0,-134200000.0,200000.0,200000.0,200000.0,0.0,300000.0,500000.0,-149500000.0,441600000.0,163600000.0,89700000.0,73900000.0,11500000.0,62400000.0,62400000.0,307400000.0,79700000.0,387000000.0,387000000.0
