XLC,^IXIC,^TNX,^VIX,date
78.81068420410156,14663.6396484375,1.3700000047683716,16.440000534057617,2021-07-06
78.69526672363281,14665.0595703125,1.3209999799728394,16.200000762939453,2021-07-07
77.82965087890625,14559.7802734375,1.2879999876022339,19.0,2021-07-08
78.52214050292969,14701.919921875,1.3559999465942383,16.18000030517578,2021-07-09
79.07999420166016,14733.240234375,1.3630000352859497,16.170000076293945,2021-07-12
78.87802124023438,14677.650390625,1.4149999618530273,17.1200008392334,2021-07-13
78.8203125,14644.9501953125,1.3559999465942383,16.329999923706055,2021-07-14
78.26245880126953,14543.1298828125,1.2970000505447388,17.010000228881836,2021-07-15
77.77194213867188,14427.240234375,1.2999999523162842,18.450000762939453,2021-07-16
76.58892059326172,14274.98046875,1.180999994277954,22.5,2021-07-19
77.45454406738281,14498.8798828125,1.2089999914169312,19.729999542236328,2021-07-20
78.09896087646484,14631.9501953125,1.2799999713897705,17.90999984741211,2021-07-21
78.3682632446289,14684.599609375,1.2649999856948853,17.690000534057617,2021-07-22
80.3111343383789,14836.990234375,1.2860000133514404,17.200000762939453,2021-07-23
80.72470092773438,14840.7099609375,1.2760000228881836,17.579999923706055,2021-07-26
79.76287078857422,14660.580078125,1.2339999675750732,19.360000610351562,2021-07-27
80.38806915283203,14762.580078125,1.2610000371932983,18.309999465942383,2021-07-28
79.52243041992188,14778.259765625,1.2690000534057617,17.700000762939453,2021-07-29
79.25312805175781,14672.6796875,1.2389999628067017,18.239999771118164,2021-07-30
79.07038879394531,14681.0703125,1.1740000247955322,19.459999084472656,2021-08-02
78.71450805664062,14761.2900390625,1.1759999990463257,18.040000915527344,2021-08-03
78.93571472167969,14780.5302734375,1.184000015258789,17.969999313354492,2021-08-04
79.65708923339844,14895.1201171875,1.2170000076293945,17.280000686645508,2021-08-05
79.65708923339844,14835.759765625,1.2899999618530273,16.149999618530273,2021-08-06
79.5128173828125,14860.1796875,1.3170000314712524,16.719999313354492,2021-08-09
79.66671752929688,14788.08984375,1.3420000076293945,16.790000915527344,2021-08-10
79.82058715820312,14765.1396484375,1.3289999961853027,16.170000076293945,2021-08-11
79.9648666381836,14816.259765625,1.3669999837875366,15.59000015258789,2021-08-12
80.01296997070312,14822.900390625,1.2970000505447388,15.449999809265137,2021-08-13
80.1476058959961,14793.759765625,1.2569999694824219,16.1200008392334,2021-08-16
79.48397064208984,14656.1796875,1.2580000162124634,17.90999984741211,2021-08-17
78.87802124023438,14525.91015625,1.2730000019073486,21.56999969482422,2021-08-18
78.88763427734375,14541.7900390625,1.2419999837875366,21.670000076293945,2021-08-19
79.57052612304688,14714.66015625,1.2599999904632568,18.559999465942383,2021-08-20
80.53234100341797,14942.650390625,1.2549999952316284,17.149999618530273,2021-08-23
80.79202270507812,15019.7998046875,1.2899999618530273,17.219999313354492,2021-08-24
80.91705322265625,15041.8603515625,1.3420000076293945,16.790000915527344,2021-08-25
80.21495819091797,14945.8095703125,1.3420000076293945,18.84000015258789,2021-08-26
81.48452758789062,15129.5,1.312000036239624,16.389999389648438,2021-08-27
82.0423583984375,15265.8896484375,1.284999966621399,16.190000534057617,2021-08-30
82.35015106201172,15259.240234375,1.3040000200271606,16.479999542236328,2021-08-31
82.76374053955078,15309.3798828125,1.3020000457763672,16.110000610351562,2021-09-01
82.20587921142578,15331.1796875,1.2940000295639038,16.40999984741211,2021-09-02
82.20587921142578,15363.51953125,1.3220000267028809,16.40999984741211,2021-09-03
82.39823913574219,15374.330078125,1.3700000047683716,18.139999389648438,2021-09-07
81.97505950927734,15286.6396484375,1.3339999914169312,17.959999084472656,2021-09-08
81.57108306884766,15248.25,1.2990000247955322,18.799999237060547,2021-09-09
81.0420913696289,15115.490234375,1.340999960899353,20.950000762939453,2021-09-10
81.24407958984375,15105.580078125,1.3240000009536743,19.3700008392334,2021-09-13
80.54194641113281,15037.759765625,1.2769999504089355,19.459999084472656,2021-09-14
80.9363021850586,15161.5302734375,1.3040000200271606,18.18000030517578,2021-09-15
80.8593521118164,15181.919921875,1.3309999704360962,18.690000534057617,2021-09-16
79.9648666381836,15043.9697265625,1.3700000047683716,20.809999465942383,2021-09-17
78.35781860351562,14713.900390625,1.309000015258789,25.709999084472656,2021-09-20
78.03025817871094,14746.400390625,1.3240000009536743,24.360000610351562,2021-09-21
77.99169921875,14896.849609375,1.3359999656677246,20.8700008392334,2021-09-22
78.7913818359375,15052.240234375,1.409999966621399,18.6299991607666,2021-09-23
79.43688201904297,15047.7001953125,1.4600000381469727,17.75,2021-09-24
79.4272689819336,14969.9697265625,1.4839999675750732,18.760000228881836,2021-09-27
77.49072265625,14546.6796875,1.534000039100647,23.25,2021-09-28
77.42326354980469,14512.4404296875,1.5410000085830688,22.559999465942383,2021-09-29
77.18240356445312,14448.580078125,1.5290000438690186,23.139999389648438,2021-09-30
78.48307800292969,14566.7001953125,1.4789999723434448,21.100000381469727,2021-10-01
76.78738403320312,14255.48046875,1.4809999465942383,22.959999084472656,2021-10-04
77.93390655517578,14433.830078125,1.5290000438690186,21.299999237060547,2021-10-05
78.06878662109375,14501.91015625,1.5240000486373901,21.0,2021-10-06
78.4059829711914,14654.01953125,1.5709999799728394,19.540000915527344,2021-10-07
78.02061462402344,14579.5400390625,1.6050000190734863,18.770000457763672,2021-10-08
76.84521484375,14486.2001953125,1.6139999628067017,20.0,2021-10-11
76.13223266601562,14465.919921875,1.5800000429153442,19.850000381469727,2021-10-12
76.48872375488281,14571.6396484375,1.5490000247955322,18.639999389648438,2021-10-13
77.56777954101562,14823.4296875,1.5190000534057617,16.860000610351562,2021-10-14
77.38472747802734,14897.33984375,1.5759999752044678,16.299999237060547,2021-10-15
77.9820785522461,15021.8095703125,1.5839999914169312,16.309999465942383,2021-10-18
78.73357391357422,15129.08984375,1.6349999904632568,15.699999809265137,2021-10-19
78.8877182006836,15121.6796875,1.6360000371932983,15.489999771118164,2021-10-20
79.11895751953125,15215.7001953125,1.6759999990463257,15.010000228881836,2021-10-21
77.44253540039062,15090.2001953125,1.6549999713897705,15.430000305175781,2021-10-22
77.77973937988281,15226.7099609375,1.6349999904632568,15.239999771118164,2021-10-25
77.0860595703125,15235.7099609375,1.61899995803833,15.979999542236328,2021-10-26
76.87410736083984,15235.83984375,1.5290000438690186,16.979999542236328,2021-10-27
77.12459564208984,15448.1201171875,1.5679999589920044,16.530000686645508,2021-10-28
77.365478515625,15498.3896484375,1.5570000410079956,16.260000228881836,2021-10-29
77.49072265625,15595.919921875,1.5750000476837158,16.40999984741211,2021-11-01
77.50035095214844,15649.599609375,1.5490000247955322,16.030000686645508,2021-11-02
77.77973937988281,15811.580078125,1.5789999961853027,15.100000381469727,2021-11-03
78.08805084228516,15940.3095703125,1.5240000486373901,15.4399995803833,2021-11-04
78.71430206298828,15971.58984375,1.4529999494552612,16.479999542236328,2021-11-05
78.3674545288086,15982.3603515625,1.496999979019165,17.219999313354492,2021-11-08
78.17476654052734,15886.5400390625,1.4320000410079956,17.780000686645508,2021-11-09
77.28839874267578,15622.7099609375,1.559999942779541,18.729999542236328,2021-11-10
77.13423156738281,15704.2802734375,1.559999942779541,17.65999984741211,2021-11-11
78.261474609375,15860.9599609375,1.5820000171661377,16.290000915527344,2021-11-12
78.48307800292969,15853.849609375,1.6230000257492065,16.489999771118164,2021-11-15
77.89537048339844,15973.8603515625,1.6339999437332153,16.3700008392334,2021-11-16
77.5967025756836,15921.5703125,1.6039999723434448,17.110000610351562,2021-11-17
77.03787994384766,15993.7099609375,1.5889999866485596,17.59000015258789,2021-11-18
76.77775573730469,16057.4404296875,1.5360000133514404,17.90999984741211,2021-11-19
75.84319305419922,15854.759765625,1.625,19.170000076293945,2021-11-22
75.6408920288086,15775.1396484375,1.6670000553131104,19.3799991607666,2021-11-23
75.74687194824219,15845.23046875,1.6449999809265137,18.579999923706055,2021-11-24
74.35948181152344,15491.66015625,1.4819999933242798,28.6200008392334,2021-11-26
74.99536895751953,15782.830078125,1.5299999713897705,22.959999084472656,2021-11-29
72.61563110351562,15537.6904296875,1.4429999589920044,27.190000534057617,2021-11-30
70.93922424316406,15254.0498046875,1.434000015258789,31.1200008392334,2021-12-01
72.13390350341797,15381.3203125,1.4479999542236328,27.950000762939453,2021-12-02
71.97012329101562,15085.4697265625,1.343000054359436,30.670000076293945,2021-12-03
73.15515899658203,15225.150390625,1.434000015258789,27.18000030517578,2021-12-06
73.90666198730469,15686.919921875,1.4800000190734863,21.889999389648438,2021-12-07
74.4461669921875,15786.990234375,1.5089999437332153,19.899999618530273,2021-12-08
73.85848236083984,15517.3701171875,1.4869999885559082,21.579999923706055,2021-12-09
73.89701080322266,15630.599609375,1.4889999628067017,18.690000534057617,2021-12-10
73.51164245605469,15413.2802734375,1.4240000247955322,20.309999465942383,2021-12-13
73.3189468383789,15237.6396484375,1.437999963760376,21.889999389648438,2021-12-14
74.0897216796875,15565.580078125,1.4630000591278076,19.290000915527344,2021-12-15
73.98373413085938,15180.4296875,1.4220000505447388,20.56999969482422,2021-12-16
73.68505859375,15169.6796875,1.4019999504089355,21.56999969482422,2021-12-17
73.17048645019531,14980.9404296875,1.4190000295639038,22.8700008392334,2021-12-20
74.56072998046875,15341.08984375,1.4869999885559082,21.010000228881836,2021-12-21
74.74414825439453,15521.8896484375,1.4570000171661377,18.6299991607666,2021-12-22
75.41030883789062,15653.3701171875,1.4930000305175781,17.959999084472656,2021-12-23
76.14404296875,15871.259765625,1.4809999465942383,17.68000030517578,2021-12-27
76.10543060302734,15781.7197265625,1.4809999465942383,17.540000915527344,2021-12-28
75.7289047241211,15766.2197265625,1.5429999828338623,16.950000762939453,2021-12-29
76.04749298095703,15741.5595703125,1.5149999856948853,17.329999923706055,2021-12-30
74.99515533447266,15644.9697265625,1.5119999647140503,17.219999313354492,2021-12-31
75.51651000976562,15832.7998046875,1.628000020980835,16.600000381469727,2022-01-03
75.35237884521484,15622.7197265625,1.6679999828338623,16.90999984741211,2022-01-04
73.46012878417969,15100.169921875,1.7050000429153442,19.729999542236328,2022-01-05
73.7883529663086,15080.8603515625,1.7330000400543213,19.610000610351562,2022-01-06
73.79802703857422,14935.900390625,1.7710000276565552,18.760000228881836,2022-01-07
73.33460998535156,14942.830078125,1.7799999713897705,19.399999618530273,2022-01-10
74.25178527832031,15153.4501953125,1.746000051498413,18.40999984741211,2022-01-11
74.34832763671875,15188.3896484375,1.725000023841858,17.6200008392334,2022-01-12
73.57598114013672,14806.8095703125,1.7109999656677246,20.309999465942383,2022-01-13
73.91387939453125,14893.75,1.7719999551773071,19.190000534057617,2022-01-14
73.01602172851562,14506.900390625,1.8650000095367432,22.790000915527344,2022-01-18
72.8905029296875,14340.259765625,1.8270000219345093,23.850000381469727,2022-01-19
72.16643524169922,14154.01953125,1.8329999446868896,25.59000015258789,2022-01-20
69.72388458251953,13768.919921875,1.746999979019165,28.850000381469727,2022-01-21
70.23556518554688,13855.1298828125,1.7350000143051147,29.899999618530273,2022-01-24
68.79705810546875,13539.2900390625,1.7829999923706055,31.15999984741211,2022-01-25
67.79299926757812,13542.1201171875,1.8480000495910645,31.959999084472656,2022-01-26
67.87024688720703,13352.7802734375,1.8070000410079956,30.489999771118164,2022-01-27
69.81076049804688,13770.5703125,1.781999945640564,27.65999984741211,2022-01-28
71.39408111572266,14239.8798828125,1.781999945640564,24.829999923706055,2022-01-31
72.011962890625,14346.0,1.7999999523162842,21.959999084472656,2022-02-01
73.45047760009766,14417.5498046875,1.7660000324249268,22.09000015258789,2022-02-02
68.5363998413086,13878.8203125,1.8270000219345093,24.350000381469727,2022-02-03
68.71017456054688,14098.009765625,1.9299999475479126,23.219999313354492,2022-02-04
67.51302337646484,14015.669921875,1.9160000085830688,22.860000610351562,2022-02-07
67.48406982421875,14194.4501953125,1.9539999961853027,21.440000534057617,2022-02-08
69.385986328125,14490.3701171875,1.9290000200271606,19.959999084472656,2022-02-09
68.39157104492188,14185.6396484375,2.0309998989105225,23.90999984741211,2022-02-10
66.9144515991211,13791.150390625,1.9550000429153442,27.360000610351562,2022-02-11
66.92411804199219,13790.919921875,1.996000051498413,28.329999923706055,2022-02-14
67.860595703125,14139.759765625,2.0450000762939453,25.700000762939453,2022-02-15
67.38752746582031,14124.08984375,2.046999931335449,24.290000915527344,2022-02-16
65.59181213378906,13716.7197265625,1.972000002861023,28.110000610351562,2022-02-17
65.08013153076172,13548.0703125,1.9320000410079956,27.75,2022-02-18
64.41397857666016,13381.51953125,1.9479999542236328,28.809999465942383,2022-02-22
63.33267593383789,13037.490234375,1.9769999980926514,31.020000457763672,2022-02-23
65.10910034179688,13473.58984375,1.968999981880188,30.31999969482422,2022-02-24
66.16141510009766,13694.6201171875,1.9859999418258667,27.59000015258789,2022-02-25
66.08417510986328,13751.400390625,1.8389999866485596,30.149999618530273,2022-02-28
65.25389862060547,13532.4599609375,1.7070000171661377,33.31999969482422,2022-03-01
65.81385040283203,13752.01953125,1.8650000095367432,30.739999771118164,2022-03-02
65.12841033935547,13537.9404296875,1.843999981880188,30.479999542236328,2022-03-03
64.19192504882812,13313.4404296875,1.7239999771118164,31.979999542236328,2022-03-04
62.05830383300781,12830.9599609375,1.7510000467300415,36.45000076293945,2022-03-07
61.90383529663086,12795.5498046875,1.871999979019165,35.130001068115234,2022-03-08
63.75748062133789,13255.5498046875,1.9479999542236328,32.45000076293945,2022-03-09
63.284423828125,13129.9599609375,2.010999917984009,30.229999542236328,2022-03-10
62.14519119262695,12843.8095703125,2.003999948501587,30.75,2022-03-11
61.421119689941406,12581.2197265625,2.140000104904175,31.770000457763672,2022-03-14
62.59894943237305,12948.6201171875,2.1600000858306885,29.829999923706055,2022-03-15
64.32707977294922,13436.5498046875,2.187999963760376,26.670000076293945,2022-03-16
65.02217864990234,13614.7802734375,2.191999912261963,25.670000076293945,2022-03-17
65.87178039550781,13893.83984375,2.1480000019073486,23.8700008392334,2022-03-18
65.2552261352539,13838.4599609375,2.315000057220459,23.530000686645508,2022-03-21
66.47476959228516,14108.8203125,2.372999906539917,22.940000534057617,2022-03-22
65.56494140625,13922.599609375,2.321000099182129,23.56999969482422,2022-03-23
66.63931274414062,14191.83984375,2.3410000801086426,21.670000076293945,2022-03-24
66.95872497558594,14169.2998046875,2.492000102996826,20.809999465942383,2022-03-25
67.17166137695312,14354.900390625,2.4769999980926514,19.6299991607666,2022-03-28
68.34281158447266,14619.6396484375,2.4000000953674316,18.899999618530273,2022-03-29
67.8588638305664,14442.26953125,2.3580000400543213,19.329999923706055,2022-03-30
66.57157135009766,14220.51953125,2.3269999027252197,20.559999465942383,2022-03-31
67.06520080566406,14261.5,2.377000093460083,19.6299991607666,2022-04-01
68.91386413574219,14532.5498046875,2.4119999408721924,18.56999969482422,2022-04-04
68.03308868408203,14204.169921875,2.555999994277954,21.030000686645508,2022-04-05
66.76516723632812,13888.8203125,2.6089999675750732,22.100000381469727,2022-04-06
66.18441772460938,13897.2998046875,2.6519999504089355,21.549999237060547,2022-04-07
65.89403533935547,13711.0,2.7130000591278076,21.15999984741211,2022-04-08
65.04227447509766,13411.9599609375,2.7799999713897705,24.3700008392334,2022-04-11
64.50997161865234,13371.5703125,2.7249999046325684,24.260000228881836,2022-04-12
65.45849609375,13643.58984375,2.687000036239624,21.81999969482422,2022-04-13
64.34542846679688,13351.080078125,2.828000068664551,22.700000762939453,2022-04-14
64.1324691772461,13332.3603515625,2.861999988555908,22.170000076293945,2022-04-18
65.41008758544922,13619.66015625,2.9130001068115234,21.3700008392334,2022-04-19
62.57417297363281,13453.0703125,2.8399999141693115,20.31999969482422,2022-04-20
60.79325485229492,13174.650390625,2.9170000553131104,22.68000030517578,2022-04-21
59.35110092163086,12839.2900390625,2.9059998989105225,28.209999084472656,2022-04-22
60.164127349853516,13004.849609375,2.8259999752044678,27.020000457763672,2022-04-25
58.18962860107422,12490.740234375,2.7720000743865967,33.52000045776367,2022-04-26
56.89265060424805,12488.9296875,2.818000078201294,31.600000381469727,2022-04-27
59.167205810546875,12871.5302734375,2.86299991607666,29.989999771118164,2022-04-28
57.163658142089844,12334.6396484375,2.88700008392334,33.400001525878906,2022-04-29
58.74132537841797,12536.01953125,2.996000051498413,32.34000015258789,2022-05-02
58.896183013916016,12563.759765625,2.9600000381469727,29.25,2022-05-03
60.91907501220703,12964.8603515625,2.9170000553131104,25.420000076293945,2022-05-04
58.67356872558594,12317.6904296875,3.065999984741211,31.200000762939453,2022-05-05
57.463714599609375,12144.66015625,3.122999906539917,30.190000534057617,2022-05-06
55.9731559753418,11623.25,3.0789999961853027,34.75,2022-05-09
56.224815368652344,11737.669921875,2.993000030517578,32.9900016784668,2022-05-10
55.20853042602539,11364.240234375,2.9210000038146973,32.560001373291016,2022-05-11
55.808616638183594,11370.9599609375,2.816999912261963,31.770000457763672,2022-05-12
57.11526870727539,11805.0,2.934999942779541,28.8700008392334,2022-05-13
56.747474670410156,11662.7900390625,2.877000093460083,27.469999313354492,2022-05-16
57.98637008666992,11984.51953125,2.9679999351501465,26.100000381469727,2022-05-17
56.08930206298828,11418.150390625,2.885999917984009,30.959999084472656,2022-05-18
56.01187515258789,11388.5,2.8550000190734863,29.350000381469727,2022-05-19
56.15706253051758,11354.6201171875,2.7869999408721924,29.43000030517578,2022-05-20
56.99912643432617,11535.26953125,2.8589999675750732,28.479999542236328,2022-05-23
54.97623062133789,11264.4501953125,2.759999990463257,29.450000762939453,2022-05-24
55.71182632446289,11434.740234375,2.749000072479248,28.3700008392334,2022-05-25
57.0668830871582,11740.650390625,2.75600004196167,27.5,2022-05-26
58.286415100097656,12131.1298828125,2.743000030517578,25.719999313354492,2022-05-27
58.24769973754883,12081.3896484375,2.8440001010894775,26.190000534057617,2022-05-31
57.579856872558594,11994.4599609375,2.930999994277954,25.690000534057617,2022-06-01
58.983299255371094,12316.900390625,2.9130001068115234,24.719999313354492,2022-06-02
57.705684661865234,12012.73046875,2.9570000171661377,24.790000915527344,2022-06-03
57.99605178833008,12061.3701171875,3.0380001068115234,25.06999969482422,2022-06-06
58.41223907470703,12175.23046875,2.9719998836517334,24.020000457763672,2022-06-07
58.257381439208984,12086.26953125,3.0290000438690186,23.959999084472656,2022-06-08
56.46678924560547,11754.23046875,3.0439999103546143,26.09000015258789,2022-06-09
54.889122009277344,11340.01953125,3.1559998989105225,27.75,2022-06-10
52.295162200927734,10809.23046875,3.365999937057495,34.02000045776367,2022-06-13
52.14999008178711,10828.349609375,3.4830000400543213,32.689998626708984,2022-06-14
53.32114028930664,11099.150390625,3.3949999809265137,29.6200008392334,2022-06-15
51.37567901611328,10646.099609375,3.306999921798706,32.95000076293945,2022-06-16
52.11127471923828,10798.349609375,3.239000082015991,31.1299991607666,2022-06-17
52.47996520996094,11069.2998046875,3.306999921798706,30.190000534057617,2022-06-21
52.56727981567383,11053.080078125,3.1559998989105225,28.950000762939453,2022-06-22
53.21733093261719,11232.1904296875,3.068000078201294,29.049999237060547,2022-06-23
55.245121002197266,11607.6201171875,3.125,27.229999542236328,2022-06-24
54.72120666503906,11524.5498046875,3.194000005722046,26.950000762939453,2022-06-27
53.13001251220703,11181.5400390625,3.2060000896453857,28.360000610351562,2022-06-28
53.29495620727539,11177.8896484375,3.0929999351501465,28.15999984741211,2022-06-29
52.65461349487305,11028.740234375,2.9719998836517334,28.709999084472656,2022-06-30
53.188228607177734,11127.849609375,2.8889999389648438,26.700000762939453,2022-07-01
54.4204216003418,11322.240234375,2.809000015258789,27.540000915527344,2022-07-05
54.43013000488281,11361.849609375,2.9130001068115234,26.729999542236328,2022-07-06
55.283931732177734,11621.349609375,3.007999897003174,26.079999923706055,2022-07-07
55.02197265625,11635.3095703125,3.1010000705718994,24.639999389648438,2022-07-08
53.353172302246094,11372.599609375,2.990999937057495,26.170000076293945,2022-07-11
53.324066162109375,11264.73046875,2.9579999446868896,27.290000915527344,2022-07-12
53.081504821777344,11247.580078125,2.9040000438690186,26.81999969482422,2022-07-13
52.412044525146484,11251.1904296875,2.9600000381469727,26.399999618530273,2022-07-14
53.76067352294922,11452.419921875,2.930000066757202,24.229999542236328,2022-07-15
53.489013671875,11360.0498046875,2.9600000381469727,25.299999237060547,2022-07-18
55.390663146972656,11713.150390625,3.0190000534057617,24.5,2022-07-19
56.30268096923828,11897.650390625,3.0360000133514404,23.8799991607666,2022-07-20
56.27357482910156,12059.6103515625,2.9100000858306885,23.110000610351562,2022-07-21
54.32340621948242,11834.1103515625,2.7829999923706055,23.030000686645508,2022-07-22
54.13905334472656,11782.669921875,2.819999933242798,23.360000610351562,2022-07-25
53.052398681640625,11562.5703125,2.7869999408721924,24.690000534057617,2022-07-26
55.293643951416016,12032.419921875,2.7339999675750732,23.239999771118164,2022-07-27
54.662986755371094,12162.58984375,2.680999994277954,22.329999923706055,2022-07-28
54.69209289550781,12390.6904296875,2.6419999599456787,21.329999923706055,2022-07-29
54.614471435546875,12368.98046875,2.6059999465942383,22.84000015258789,2022-08-01
54.52715301513672,12348.759765625,2.740999937057495,23.93000030517578,2022-08-02
55.83696746826172,12668.16015625,2.747999906539917,21.950000762939453,2022-08-03
56.079532623291016,12720.580078125,2.6760001182556152,21.440000534057617,2022-08-04
55.390663146972656,12657.5498046875,2.8399999141693115,21.149999618530273,2022-08-05
55.710845947265625,12644.4599609375,2.765000104904175,21.290000915527344,2022-08-08
55.167510986328125,12493.9296875,2.796999931335449,21.770000457763672,2022-08-09
